Start Date,End Date,TOWN,Super Petrol,Diesel,Kerosene
15/11/2021,14/12/2021,Kabiyet,130.13,111.32,104.27
15/11/2021,14/12/2021,Cheptulu,130.55,111.75,104.7
15/11/2021,14/12/2021,Songor,131.1,112.29,105.25
15/11/2021,14/12/2021,Kapcherop,130.73,111.93,104.88
15/11/2021,14/12/2021,Sambalat,131.42,112.61,105.57
15/11/2021,14/12/2021,Arror,131.07,112.27,105.21
15/11/2021,14/12/2021,Tot,131.27,112.47,105.42
15/11/2021,14/12/2021,Kaptarakwa,130.32,111.51,104.47
15/11/2021,14/12/2021,Kisumu,130.12,111.3,104.26
15/11/2021,14/12/2021,Sondu,130.23,111.4,104.37
15/11/2021,14/12/2021,Oyugis,130.7,111.89,104.85
15/11/2021,14/12/2021,Kakamega,130.17,111.35,104.32
15/11/2021,14/12/2021,Mumias,130.44,111.63,104.59
15/11/2021,14/12/2021,Bondo,130.33,111.51,104.48
15/11/2021,14/12/2021,Siaya,130.45,111.64,104.6
15/11/2021,14/12/2021,Kericho,130.63,111.81,104.77
15/11/2021,14/12/2021,Nyamira,130.69,111.88,104.84
15/11/2021,14/12/2021,Kisii,131,112.18,105.15
15/11/2021,14/12/2021,Sotik,130.83,112.02,104.98
15/11/2021,14/12/2021,Keroka,131.01,112.2,105.16
15/11/2021,14/12/2021,Busia,130.99,112.17,105.14
15/11/2021,14/12/2021,Homabay,130.94,112.12,105.08
15/11/2021,14/12/2021,Migori,131.79,112.97,105.94
15/11/2021,14/12/2021,Isebania,132.07,113.26,106.22
15/11/2021,14/12/2021,Bomet,131.23,112.42,105.38
15/11/2021,14/12/2021,Muhoroni,130.36,111.53,104.49
15/11/2021,14/12/2021,Mbita,130.93,112.1,105.07
15/11/2021,14/12/2021,Mbale,130.12,111.3,104.26
15/11/2021,14/12/2021,Etago,131.58,112.75,105.72
15/11/2021,14/12/2021,Magenche,131.67,112.86,105.82
15/11/2021,14/12/2021,Kilgoris,131.51,112.69,105.66
