,start_date,end_date,town,super_petrol,diesel,kerosene
363,15/06/2023,14/07/2023,Tenges,182.85,168.46,162.68
364,15/06/2023,14/07/2023,Barwessa,182.96,168.58,162.79
365,15/06/2023,14/07/2023,Kipsaraman,183.87,169.48,163.7
366,15/06/2023,14/07/2023,Loruk,183.74,169.35,163.57
367,15/06/2023,14/07/2023,Kabartonjo,182.71,168.32,162.53
368,15/06/2023,14/07/2023,Tindiret,182.78,168.38,162.59
369,15/06/2023,14/07/2023,O'lessos,181.95,167.55,161.77
370,15/06/2023,14/07/2023,Kobujoi,182.35,167.95,162.17
371,15/06/2023,14/07/2023,Serem,182.42,168.04,162.25
372,15/06/2023,14/07/2023,Kabiyet,181.88,167.49,161.71
373,15/06/2023,14/07/2023,Cheptulu,182.3,167.92,162.13
374,15/06/2023,14/07/2023,Songor,182.85,168.46,162.68
375,15/06/2023,14/07/2023,Kapcherop,182.49,168.1,162.31
376,15/06/2023,14/07/2023,Sambalat,183.18,168.78,163.0
377,15/06/2023,14/07/2023,Arror,182.82,168.44,162.65
378,15/06/2023,14/07/2023,Tot,183.03,168.64,162.85
379,15/06/2023,14/07/2023,Kaptarakwa,182.08,167.68,161.9
380,15/06/2023,14/07/2023,Kapese,185.03,170.63,164.85
381,15/06/2023,14/07/2023,Kalemngorok,184.42,170.02,164.25
382,15/06/2023,14/07/2023,Marich,183.39,169.0,163.22
383,15/06/2023,14/07/2023,Alale,183.89,169.5,163.71
384,15/06/2023,14/07/2023,Kunyao,183.55,169.16,163.37
385,15/06/2023,14/07/2023,Asilong,183.14,168.74,162.96
386,15/06/2023,14/07/2023,Orolwo,183.18,168.78,163.0
387,15/06/2023,14/07/2023,Sebit,183.12,168.73,162.95
388,15/06/2023,14/07/2023,Morpus,183.03,168.64,162.85
389,15/06/2023,14/07/2023,Chepkorniswo,182.92,168.52,162.74
390,15/06/2023,14/07/2023,Kaibichbich,182.87,168.47,162.69
391,15/06/2023,14/07/2023,Keringet,182.6,168.2,162.42
392,15/06/2023,14/07/2023,Kisumu,181.87,167.49,161.7
393,15/06/2023,14/07/2023,Sondu,181.98,167.58,161.81
394,15/06/2023,14/07/2023,Oyugis,182.47,168.07,162.28
395,15/06/2023,14/07/2023,Kakamega,181.93,167.53,161.75
396,15/06/2023,14/07/2023,Mumias,182.2,167.81,162.02
397,15/06/2023,14/07/2023,Bondo,182.09,167.69,161.91
398,15/06/2023,14/07/2023,Siaya,182.21,167.82,162.03
399,15/06/2023,14/07/2023,Kericho,182.38,167.99,162.21
400,15/06/2023,14/07/2023,Nyamira,182.44,168.06,162.27
401,15/06/2023,14/07/2023,Kisii,182.76,168.36,162.58
402,15/06/2023,14/07/2023,Sotik,182.58,168.19,162.41
403,15/06/2023,14/07/2023,Keroka,182.77,168.37,162.59
404,15/06/2023,14/07/2023,Busia,182.75,168.35,162.57
405,15/06/2023,14/07/2023,Homabay,182.69,168.3,162.52
406,15/06/2023,14/07/2023,Migori,183.55,169.15,163.37
407,15/06/2023,14/07/2023,Isebania,183.83,169.44,163.65
408,15/06/2023,14/07/2023,Bomet,182.99,168.6,162.81
409,15/06/2023,14/07/2023,Muhoroni,182.11,167.71,161.93
410,15/06/2023,14/07/2023,Mbita,182.68,168.29,162.51
411,15/06/2023,14/07/2023,Mbale,181.87,167.49,161.7
412,15/06/2023,14/07/2023,Etago,183.33,168.93,163.16
413,15/06/2023,14/07/2023,Magenche,183.43,169.04,163.25
414,15/06/2023,14/07/2023,Kilgoris,183.26,168.87,163.09
415,15/06/2023,14/07/2023,Malava,182.24,167.84,162.06
416,15/06/2023,14/07/2023,Lugari,182.63,168.23,162.45
417,15/06/2023,14/07/2023,Rodi Kopany,182.76,168.36,162.58
418,15/06/2023,14/07/2023,Ndhiwa,183.03,168.63,162.85
419,15/06/2023,14/07/2023,Rangwe,182.75,168.35,162.57
420,15/06/2023,14/07/2023,Sindo,182.76,168.36,162.58
421,15/06/2023,14/07/2023,Awasi,181.84,167.44,161.67
422,15/06/2023,14/07/2023,Ahero,181.87,167.49,161.7
423,15/06/2023,14/07/2023,Ugunja,182.3,167.91,162.13
424,15/06/2023,14/07/2023,Asembo,181.96,167.56,161.78
425,15/06/2023,14/07/2023,Usenge,182.43,168.04,162.26
426,15/06/2023,14/07/2023,Harambee,181.92,167.52,161.74
427,15/06/2023,14/07/2023,Muhuru Bay,183.69,169.3,163.51
428,15/06/2023,14/07/2023,Kehancha,183.92,169.53,163.75
429,15/06/2023,14/07/2023,Ntimaru,184.23,169.84,164.05
430,15/06/2023,14/07/2023,Rongo,183.01,168.61,162.83
431,15/06/2023,14/07/2023,Kaspokwony,182.96,168.57,162.79
432,15/06/2023,14/07/2023,Chwele,182.91,168.52,162.73
433,15/06/2023,14/07/2023,Kimilili,182.83,168.44,162.66
434,15/06/2023,14/07/2023,Nambale,182.75,168.35,162.57
435,15/06/2023,14/07/2023,SioPort,182.74,168.34,162.56
436,15/06/2023,14/07/2023,Port Bunyala,182.78,168.39,162.61
437,15/06/2023,14/07/2023,Funyula,182.61,168.21,162.43
438,15/06/2023,14/07/2023,Ogembo,182.91,168.52,162.73
439,15/06/2023,14/07/2023,Nyangusu,183.17,168.78,162.99
440,15/06/2023,14/07/2023,Sengera,183.09,168.7,162.92
441,15/06/2023,14/07/2023,Keumbu,182.82,168.43,162.65
442,15/06/2023,14/07/2023,Marani,182.52,168.13,162.35
443,15/06/2023,14/07/2023,Kerina,182.89,168.49,162.71
444,15/06/2023,14/07/2023,Ikonge,182.24,167.84,162.06
445,15/06/2023,14/07/2023,Nyansiongo,182.64,168.25,162.46
