,start_date,end_date,town,super_petrol,diesel,kerosene
2676,15/04/2022,14/05/2022,Mombasa,142.36,123.26,111.19
2677,15/04/2022,14/05/2022,Kilifi,143.07,123.97,111.91
2678,15/04/2022,14/05/2022,Likoni Mainland,142.72,123.61,111.55
2679,15/04/2022,14/05/2022,Kwale,142.72,123.61,111.55
2680,15/04/2022,14/05/2022,Malindi,143.28,124.17,112.11
2681,15/04/2022,14/05/2022,Lungalunga,143.43,124.33,112.26
2682,15/04/2022,14/05/2022,Voi,143.84,124.74,112.67
2683,15/04/2022,14/05/2022,Taveta,145.25,126.14,114.08
2684,15/04/2022,14/05/2022,Lamu,145.66,126.56,114.5
2685,15/04/2022,14/05/2022,Hola,145.95,126.84,114.78
2686,15/04/2022,14/05/2022,Mpeketoni,145.66,126.56,114.5
2687,15/04/2022,14/05/2022,Minjila,144.63,125.52,113.46
2688,15/04/2022,14/05/2022,Garsen,144.72,125.61,113.55
2689,15/04/2022,14/05/2022,Samburu,142.66,123.56,111.5
2690,15/04/2022,14/05/2022,Taru,142.84,123.74,111.68
2691,15/04/2022,14/05/2022,Mwatate,144.18,125.07,113.01
2692,15/04/2022,14/05/2022,Wundanji,144.34,125.24,113.18
2693,15/04/2022,14/05/2022,Kaloleni,142.51,123.42,111.35
2694,15/04/2022,14/05/2022,Marereni,143.94,124.84,112.77
2695,15/04/2022,14/05/2022,Nairobi,144.62,125.5,113.44
2696,15/04/2022,14/05/2022,Thika,144.62,125.51,113.44
2697,15/04/2022,14/05/2022,Machakos,144.86,125.74,113.68
2698,15/04/2022,14/05/2022,Kajiado,145.04,125.92,113.86
2699,15/04/2022,14/05/2022,Makuyu,144.91,125.79,113.73
2700,15/04/2022,14/05/2022,Muranga,145.14,126.02,113.96
2701,15/04/2022,14/05/2022,Sagana,145.35,126.25,114.18
2702,15/04/2022,14/05/2022,Embu,145.72,126.6,114.54
2703,15/04/2022,14/05/2022,Kerugoya,145.64,126.53,114.47
2704,15/04/2022,14/05/2022,Narok,146.0,126.9,114.83
2705,15/04/2022,14/05/2022,Nyeri,145.99,126.87,114.81
2706,15/04/2022,14/05/2022,Namanga,146.16,127.05,114.98
2707,15/04/2022,14/05/2022,Kiganjo,145.96,126.84,114.78
2708,15/04/2022,14/05/2022,Chuka,146.25,127.13,115.07
2709,15/04/2022,14/05/2022,Kitui,146.15,127.04,114.97
2710,15/04/2022,14/05/2022,Mwingi,146.53,127.43,115.36
2711,15/04/2022,14/05/2022,Nanyuki,146.55,127.44,115.37
2712,15/04/2022,14/05/2022,Nkubu,147.51,128.41,116.34
2713,15/04/2022,14/05/2022,Mtito Andei,147.05,127.94,115.88
2714,15/04/2022,14/05/2022,Meru,147.71,128.6,116.54
2715,15/04/2022,14/05/2022,Isiolo,147.57,128.46,116.39
2716,15/04/2022,14/05/2022,Maua,148.16,129.06,116.99
2717,15/04/2022,14/05/2022,Garissa,148.79,129.67,117.61
2718,15/04/2022,14/05/2022,Marsabit,152.47,133.35,121.29
2719,15/04/2022,14/05/2022,Liboi,151.55,132.44,120.37
2720,15/04/2022,14/05/2022,Moyale,154.05,134.94,122.87
2721,15/04/2022,14/05/2022,Sololo,153.11,133.99,121.93
2722,15/04/2022,14/05/2022,Habaswein,151.48,132.36,120.3
2723,15/04/2022,14/05/2022,Dadaab,150.17,131.05,118.99
2724,15/04/2022,14/05/2022,Tarbaj,153.72,134.62,122.54
2725,15/04/2022,14/05/2022,Elwak,155.33,136.22,124.15
2726,15/04/2022,14/05/2022,Wajir,153.88,134.77,122.71
2727,15/04/2022,14/05/2022,Modogashe,151.62,132.5,120.44
2728,15/04/2022,14/05/2022,Mandera,157.65,138.55,126.48
2729,15/04/2022,14/05/2022,Matuu,145.52,126.4,114.34
2730,15/04/2022,14/05/2022,Merti,149.96,130.85,118.79
2731,15/04/2022,14/05/2022,Oldonyiro,146.97,127.86,115.79
2732,15/04/2022,14/05/2022,Eldas,155.66,136.54,124.48
2733,15/04/2022,14/05/2022,Bute,152.69,133.58,121.52
2734,15/04/2022,14/05/2022,Hadado,151.28,132.17,120.1
2735,15/04/2022,14/05/2022,Mai Mahiu,144.74,125.62,113.56
2736,15/04/2022,14/05/2022,Doldo,147.31,128.2,116.13
2737,15/04/2022,14/05/2022,Lamuria,146.43,127.32,115.25
2738,15/04/2022,14/05/2022,Rumuruti,147.13,128.02,115.96
2739,15/04/2022,14/05/2022,Sipili,147.3,128.18,116.12
2740,15/04/2022,14/05/2022,Marimanti,146.92,127.81,115.75
2741,15/04/2022,14/05/2022,Mutuobare,146.26,127.15,115.08
2742,15/04/2022,14/05/2022,North Horr,153.43,134.32,122.25
2743,15/04/2022,14/05/2022,Maikona,152.05,132.93,120.87
2744,15/04/2022,14/05/2022,Kalacha,152.59,133.47,121.41
2745,15/04/2022,14/05/2022,Loyangalani,152.65,133.54,121.47
2746,15/04/2022,14/05/2022,Turbi,152.46,133.34,121.28
2747,15/04/2022,14/05/2022,Laisamis,149.66,130.56,118.48
2748,15/04/2022,14/05/2022,Merille,149.37,130.25,118.19
2749,15/04/2022,14/05/2022,Korr,150.61,131.5,119.43
2750,15/04/2022,14/05/2022,Nakuru,144.14,125.33,113.29
2751,15/04/2022,14/05/2022,Gilgil,144.11,125.29,113.26
2752,15/04/2022,14/05/2022,Mogotio,144.1,125.28,113.24
2753,15/04/2022,14/05/2022,Molo,144.19,125.36,113.33
2754,15/04/2022,14/05/2022,Olenguruone,144.89,126.06,114.03
2755,15/04/2022,14/05/2022,Londiani,144.4,125.59,113.55
2756,15/04/2022,14/05/2022,Nyahururu,144.39,125.58,113.54
2757,15/04/2022,14/05/2022,Archers Post,147.38,128.56,116.53
2758,15/04/2022,14/05/2022,Lodosoit,148.48,129.66,117.62
2759,15/04/2022,14/05/2022,Naivasha,144.47,125.65,113.61
2760,15/04/2022,14/05/2022,Marigat,144.87,126.05,114.01
2761,15/04/2022,14/05/2022,Kabarnet ,145.36,126.54,114.51
2762,15/04/2022,14/05/2022,Maralal,146.45,127.63,115.59
2763,15/04/2022,14/05/2022,Wamba,147.29,128.47,116.43
2764,15/04/2022,14/05/2022,Eldoret,145.03,126.22,114.17
2765,15/04/2022,14/05/2022,Kiplombe,145.03,126.22,114.17
2766,15/04/2022,14/05/2022,Iten,145.03,126.22,114.17
2767,15/04/2022,14/05/2022,Naiberi,145.03,126.22,114.17
2768,15/04/2022,14/05/2022,Kesses,145.03,126.22,114.17
2769,15/04/2022,14/05/2022,Kapsabet,145.04,126.24,114.18
2770,15/04/2022,14/05/2022,Webuye,145.45,126.65,114.6
2771,15/04/2022,14/05/2022,Kitale,145.39,126.58,114.53
2772,15/04/2022,14/05/2022,Kapenguria ,146.02,127.22,115.17
2773,15/04/2022,14/05/2022,Bungoma,145.8,126.98,114.94
2774,15/04/2022,14/05/2022,Moiben,145.04,126.24,114.18
2775,15/04/2022,14/05/2022,Matunda,145.02,126.2,114.16
2776,15/04/2022,14/05/2022,Burnt Forest,144.98,126.17,114.12
2777,15/04/2022,14/05/2022,Tambach,145.07,126.26,114.21
2778,15/04/2022,14/05/2022,Kapsowar,145.54,126.72,114.68
2779,15/04/2022,14/05/2022,Chebara,145.42,126.6,114.56
2780,15/04/2022,14/05/2022,Kimwarer,145.34,126.53,114.49
2781,15/04/2022,14/05/2022,Timboroa,145.27,126.45,114.4
2782,15/04/2022,14/05/2022,Nandi Hills,145.22,126.41,114.37
2783,15/04/2022,14/05/2022,Kaiboi,145.08,126.27,114.23
2784,15/04/2022,14/05/2022,Kiminini,145.57,126.77,114.71
2785,15/04/2022,14/05/2022,Endebes,145.93,127.11,115.07
2786,15/04/2022,14/05/2022,Saboti,145.6,126.79,114.75
2787,15/04/2022,14/05/2022,Chepareria,146.23,127.43,115.37
2788,15/04/2022,14/05/2022,Lomut,147.85,129.03,116.99
2789,15/04/2022,14/05/2022,Burgich,146.65,127.84,115.79
2790,15/04/2022,14/05/2022,Sigor,146.78,127.97,115.92
2791,15/04/2022,14/05/2022,Lodwar,149.21,130.4,118.35
2792,15/04/2022,14/05/2022,Kakuma,150.8,131.99,119.94
2793,15/04/2022,14/05/2022,Lokichar,148.21,129.4,117.35
2794,15/04/2022,14/05/2022,Kalokol,149.97,131.16,119.11
