,start_date,end_date,town,super_petrol,diesel,kerosene
2453,15/05/2022,14/06/2022,Mombasa,147.86,128.76,116.69
2454,15/05/2022,14/06/2022,Kilifi,148.57,129.47,117.41
2455,15/05/2022,14/06/2022,Likoni Mainland,148.22,129.11,117.05
2456,15/05/2022,14/06/2022,Kwale,148.22,129.11,117.05
2457,15/05/2022,14/06/2022,Malindi,148.78,129.67,117.61
2458,15/05/2022,14/06/2022,Lungalunga,148.93,129.83,117.76
2459,15/05/2022,14/06/2022,Voi,149.34,130.24,118.17
2460,15/05/2022,14/06/2022,Taveta,150.75,131.64,119.58
2461,15/05/2022,14/06/2022,Lamu,151.16,132.06,120.0
2462,15/05/2022,14/06/2022,Hola,151.45,132.34,120.28
2463,15/05/2022,14/06/2022,Mpeketoni,151.16,132.06,120.0
2464,15/05/2022,14/06/2022,Minjila,150.13,131.02,118.96
2465,15/05/2022,14/06/2022,Garsen,150.22,131.11,119.05
2466,15/05/2022,14/06/2022,Samburu,148.16,129.06,117.0
2467,15/05/2022,14/06/2022,Taru,148.34,129.24,117.18
2468,15/05/2022,14/06/2022,Mwatate,149.68,130.57,118.51
2469,15/05/2022,14/06/2022,Wundanji,149.84,130.74,118.68
2470,15/05/2022,14/06/2022,Kaloleni,148.01,128.92,116.85
2471,15/05/2022,14/06/2022,Marereni,149.44,130.34,118.27
2472,15/05/2022,14/06/2022,Nairobi,150.12,131.0,118.94
2473,15/05/2022,14/06/2022,Thika,150.12,131.01,118.94
2474,15/05/2022,14/06/2022,Machakos,150.36,131.24,119.18
2475,15/05/2022,14/06/2022,Kajiado,150.54,131.42,119.36
2476,15/05/2022,14/06/2022,Makuyu,150.41,131.29,119.23
2477,15/05/2022,14/06/2022,Muranga,150.64,131.52,119.46
2478,15/05/2022,14/06/2022,Sagana,150.85,131.75,119.68
2479,15/05/2022,14/06/2022,Embu,151.22,132.1,120.04
2480,15/05/2022,14/06/2022,Kerugoya,151.14,132.03,119.97
2481,15/05/2022,14/06/2022,Narok,151.5,132.4,120.33
2482,15/05/2022,14/06/2022,Nyeri,151.49,132.37,120.31
2483,15/05/2022,14/06/2022,Namanga,151.66,132.55,120.48
2484,15/05/2022,14/06/2022,Kiganjo,151.46,132.34,120.28
2485,15/05/2022,14/06/2022,Chuka,151.75,132.63,120.57
2486,15/05/2022,14/06/2022,Kitui,151.65,132.54,120.47
2487,15/05/2022,14/06/2022,Mwingi,152.03,132.93,120.86
2488,15/05/2022,14/06/2022,Nanyuki,152.05,132.94,120.87
2489,15/05/2022,14/06/2022,Nkubu,153.01,133.91,121.84
2490,15/05/2022,14/06/2022,Mtito Andei,152.55,133.44,121.38
2491,15/05/2022,14/06/2022,Meru,153.21,134.1,122.04
2492,15/05/2022,14/06/2022,Isiolo,153.07,133.96,121.89
2493,15/05/2022,14/06/2022,Maua,153.66,134.56,122.49
2494,15/05/2022,14/06/2022,Garissa,154.29,135.17,123.11
2495,15/05/2022,14/06/2022,Marsabit,157.97,138.85,126.79
2496,15/05/2022,14/06/2022,Liboi,157.05,137.94,125.87
2497,15/05/2022,14/06/2022,Moyale,159.55,140.44,128.37
2498,15/05/2022,14/06/2022,Sololo,158.61,139.49,127.43
2499,15/05/2022,14/06/2022,Habaswein,156.98,137.86,125.8
2500,15/05/2022,14/06/2022,Dadaab,155.67,136.55,124.49
2501,15/05/2022,14/06/2022,Tarbaj,159.22,140.12,128.04
