,start_date,end_date,town,super_petrol,diesel,kerosene
2899,15/03/2022,14/04/2022,Mombasa,132.46,113.36,101.29
2900,15/03/2022,14/04/2022,Kilifi,133.17,114.07,102.01
2901,15/03/2022,14/04/2022,Likoni Mainland,132.82,113.71,101.65
2902,15/03/2022,14/04/2022,Kwale,132.82,113.71,101.65
2903,15/03/2022,14/04/2022,Malindi,133.38,114.27,102.21
2904,15/03/2022,14/04/2022,Lungalunga,133.53,114.43,102.36
2905,15/03/2022,14/04/2022,Voi,133.94,114.84,102.77
2906,15/03/2022,14/04/2022,Taveta,135.35,116.24,104.18
2907,15/03/2022,14/04/2022,Lamu,135.76,116.66,104.6
2908,15/03/2022,14/04/2022,Hola,136.05,116.94,104.88
2909,15/03/2022,14/04/2022,Mpeketoni,135.76,116.66,104.6
2910,15/03/2022,14/04/2022,Minjila,134.73,115.62,103.56
2911,15/03/2022,14/04/2022,Garsen,134.82,115.71,103.65
2912,15/03/2022,14/04/2022,Samburu,132.76,113.66,101.6
2913,15/03/2022,14/04/2022,Taru,132.94,113.84,101.78
2914,15/03/2022,14/04/2022,Mwatate,134.28,115.17,103.11
2915,15/03/2022,14/04/2022,Wundanji,134.44,115.34,103.28
2916,15/03/2022,14/04/2022,Kaloleni,132.61,113.52,101.45
2917,15/03/2022,14/04/2022,Marereni,134.04,114.94,102.87
2918,15/03/2022,14/04/2022,Nairobi,134.72,115.6,103.54
2919,15/03/2022,14/04/2022,Thika,134.72,115.61,103.54
2920,15/03/2022,14/04/2022,Machakos,134.96,115.84,103.78
2921,15/03/2022,14/04/2022,Kajiado,135.14,116.02,103.96
2922,15/03/2022,14/04/2022,Makuyu,135.01,115.89,103.83
2923,15/03/2022,14/04/2022,Muranga,135.24,116.12,104.06
2924,15/03/2022,14/04/2022,Sagana,135.45,116.35,104.28
2925,15/03/2022,14/04/2022,Embu,135.82,116.7,104.64
2926,15/03/2022,14/04/2022,Kerugoya,135.74,116.63,104.57
2927,15/03/2022,14/04/2022,Narok,136.1,117.0,104.93
