,start_date,end_date,town,super_petrol,diesel,kerosene
506,15/04/2023,14/05/2023,Doldo,182.0,164.7,148.63
507,15/04/2023,14/05/2023,Lamuria,181.12,163.82,147.75
508,15/04/2023,14/05/2023,Sipili,181.98,164.68,148.62
509,15/04/2023,14/05/2023,Marimanti,181.61,164.31,148.25
510,15/04/2023,14/05/2023,Mutuobare,180.95,163.65,147.58
511,15/04/2023,14/05/2023,North Horr,188.11,170.82,154.75
512,15/04/2023,14/05/2023,Maikona,186.73,169.43,153.37
513,15/04/2023,14/05/2023,Kalacha,187.27,169.97,153.91
514,15/04/2023,14/05/2023,Loyangalani,187.34,170.04,153.97
515,15/04/2023,14/05/2023,Turbi,187.14,169.84,153.78
516,15/04/2023,14/05/2023,Laisamis,184.36,167.06,150.98
517,15/04/2023,14/05/2023,Merille,184.05,166.75,150.69
518,15/04/2023,14/05/2023,Korr,185.3,168.0,151.93
519,15/04/2023,14/05/2023,Nakuru,178.62,161.83,145.79
520,15/04/2023,14/05/2023,Gilgil,178.58,161.79,145.76
521,15/04/2023,14/05/2023,Mogotio,178.57,161.78,145.74
522,15/04/2023,14/05/2023,Molo,178.65,161.86,145.83
523,15/04/2023,14/05/2023,Olenguruone,179.36,162.56,146.53
524,15/04/2023,14/05/2023,Londiani,178.88,162.09,146.05
525,15/04/2023,14/05/2023,Nyahururu,178.87,162.08,146.04
526,15/04/2023,14/05/2023,Archers Post,181.85,165.06,149.03
527,15/04/2023,14/05/2023,Lodosoit,182.95,166.16,150.13
528,15/04/2023,14/05/2023,Naivasha,178.95,162.15,146.11
529,15/04/2023,14/05/2023,Marigat,179.34,162.55,146.51
530,15/04/2023,14/05/2023,Kabarnet,179.83,163.04,147.01
531,15/04/2023,14/05/2023,Maralal,180.92,164.13,148.1
532,15/04/2023,14/05/2023,Wamba,181.76,164.97,148.93
533,15/04/2023,14/05/2023,Rumuruti,179.41,162.62,146.58
534,15/04/2023,14/05/2023,Eldoret,179.5,162.72,146.67
535,15/04/2023,14/05/2023,Kiplombe,179.5,162.72,146.67
536,15/04/2023,14/05/2023,Iten,179.5,162.72,146.67
537,15/04/2023,14/05/2023,Naiberi,179.5,162.72,146.67
538,15/04/2023,14/05/2023,Kesses,179.5,162.72,146.67
539,15/04/2023,14/05/2023,Kapsabet,179.52,162.74,146.68
540,15/04/2023,14/05/2023,Webuye,179.93,163.15,147.1
541,15/04/2023,14/05/2023,Kitale,179.86,163.08,147.03
542,15/04/2023,14/05/2023,Kapenguria,180.5,163.72,147.67
543,15/04/2023,14/05/2023,Bungoma,180.26,163.48,147.44
544,15/04/2023,14/05/2023,Moiben,179.52,162.74,146.68
545,15/04/2023,14/05/2023,Matunda,179.49,162.7,146.66
546,15/04/2023,14/05/2023,Burnt Forest,179.45,162.67,146.62
547,15/04/2023,14/05/2023,Tambach,179.54,162.76,146.71
548,15/04/2023,14/05/2023,Kapsowar,180.0,163.22,147.18
549,15/04/2023,14/05/2023,Chebara,179.89,163.1,147.06
550,15/04/2023,14/05/2023,Kimwarer,179.81,163.03,146.99
551,15/04/2023,14/05/2023,Timboroa,179.73,162.95,146.9
552,15/04/2023,14/05/2023,Nandi Hills,179.69,162.91,146.87
553,15/04/2023,14/05/2023,Kaiboi,179.55,162.77,146.73
554,15/04/2023,14/05/2023,Kiminini,180.05,163.27,147.21
555,15/04/2023,14/05/2023,Endebes,180.39,163.61,147.57
556,15/04/2023,14/05/2023,Saboti,180.07,163.29,147.25
557,15/04/2023,14/05/2023,Chepareria,180.71,163.93,147.87
558,15/04/2023,14/05/2023,Lomut,182.33,165.53,149.49
559,15/04/2023,14/05/2023,Burgich,181.12,164.34,148.29
560,15/04/2023,14/05/2023,Sigor,181.25,164.47,148.42
561,15/04/2023,14/05/2023,Lodwar,183.68,166.9,150.85
562,15/04/2023,14/05/2023,Kakuma,185.27,168.49,152.44
563,15/04/2023,14/05/2023,Lokichar,182.68,165.9,149.85
564,15/04/2023,14/05/2023,Kalokol,184.44,167.66,151.61
565,15/04/2023,14/05/2023,Lokori,183.05,166.27,150.22
566,15/04/2023,14/05/2023,Lokitaung,187.33,170.55,154.49
567,15/04/2023,14/05/2023,Kapedo,182.33,165.53,149.49
568,15/04/2023,14/05/2023,Malaba,180.66,163.88,147.84
569,15/04/2023,14/05/2023,Lokichogio,186.46,169.68,153.63
570,15/04/2023,14/05/2023,Ziwa,179.69,162.91,146.87
571,15/04/2023,14/05/2023,Soy,179.51,162.72,146.67
572,15/04/2023,14/05/2023,Moi?s Bridge,179.57,162.78,146.74
573,15/04/2023,14/05/2023,Turbo,179.45,162.67,146.62
574,15/04/2023,14/05/2023,Kibish,187.56,170.77,154.73
575,15/04/2023,14/05/2023,Nakalale,186.39,169.6,153.55
576,15/04/2023,14/05/2023,Loima,182.8,166.02,149.97
577,15/04/2023,14/05/2023,Lokiriama,184.37,167.59,151.53
578,15/04/2023,14/05/2023,Kainuk,181.57,164.79,148.74
579,15/04/2023,14/05/2023,Kacheliba,180.9,164.12,148.07
580,15/04/2023,14/05/2023,Kiwawa,181.5,164.72,148.68
581,15/04/2023,14/05/2023,Ortum,181.09,164.31,148.26
582,15/04/2023,14/05/2023,Kachibora,179.89,163.1,147.06
583,15/04/2023,14/05/2023,Kwanza,180.6,163.82,147.78
584,15/04/2023,14/05/2023,Kaplamai,179.92,163.14,147.08
585,15/04/2023,14/05/2023,Eldama Ravine,180.33,163.55,147.51
586,15/04/2023,14/05/2023,Tenges,180.47,163.69,147.65
587,15/04/2023,14/05/2023,Barwessa,180.59,163.81,147.75
588,15/04/2023,14/05/2023,Kipsaraman,181.49,164.71,148.66
589,15/04/2023,14/05/2023,Loruk,181.36,164.58,148.53
590,15/04/2023,14/05/2023,Kabartonjo,180.33,163.55,147.51
591,15/04/2023,14/05/2023,Tindiret,180.39,163.61,147.57
592,15/04/2023,14/05/2023,O?lessos,179.57,162.78,146.74
593,15/04/2023,14/05/2023,Kobujoi,179.97,163.19,147.14
594,15/04/2023,14/05/2023,Serem,180.05,163.27,147.21
595,15/04/2023,14/05/2023,Kabiyet,179.51,162.72,146.67
596,15/04/2023,14/05/2023,Cheptulu,179.93,163.15,147.1
597,15/04/2023,14/05/2023,Songor,180.47,163.69,147.65
598,15/04/2023,14/05/2023,Kapcherop,180.11,163.33,147.28
599,15/04/2023,14/05/2023,Sambalat,180.79,164.01,147.97
600,15/04/2023,14/05/2023,Arror,180.45,163.67,147.61
601,15/04/2023,14/05/2023,Tot,180.65,163.87,147.82
602,15/04/2023,14/05/2023,Kaptarakwa,179.69,162.91,146.87
603,15/04/2023,14/05/2023,Kapese,182.65,165.86,149.82
604,15/04/2023,14/05/2023,Kalemngorok,182.03,165.25,149.21
605,15/04/2023,14/05/2023,Marich,181.02,164.24,148.19
606,15/04/2023,14/05/2023,Alale,181.5,164.72,148.68
607,15/04/2023,14/05/2023,Kunyao,181.17,164.39,148.34
608,15/04/2023,14/05/2023,Asilong,180.76,163.98,147.93
609,15/04/2023,14/05/2023,Orolwo,180.79,164.01,147.97
610,15/04/2023,14/05/2023,Sebit,180.74,163.96,147.92
611,15/04/2023,14/05/2023,Morpus,180.65,163.87,147.82
612,15/04/2023,14/05/2023,Chepkorniswo,180.53,163.75,147.71
613,15/04/2023,14/05/2023,Kaibichbich,180.49,163.7,147.66
614,15/04/2023,14/05/2023,Keringet,180.21,163.43,147.39
615,15/04/2023,14/05/2023,Kisumu,179.5,162.7,146.66
616,15/04/2023,14/05/2023,Sondu,179.59,162.8,146.77
617,15/04/2023,14/05/2023,Oyugis,180.08,163.29,147.25
618,15/04/2023,14/05/2023,Kakamega,179.54,162.75,146.72
619,15/04/2023,14/05/2023,Mumias,179.82,163.03,146.99
620,15/04/2023,14/05/2023,Bondo,179.7,162.91,146.88
621,15/04/2023,14/05/2023,Siaya,179.83,163.04,147.0
622,15/04/2023,14/05/2023,Kericho,180.0,163.21,147.17
623,15/04/2023,14/05/2023,Nyamira,180.07,163.28,147.24
624,15/04/2023,14/05/2023,Kisii,180.37,163.58,147.55
625,15/04/2023,14/05/2023,Sotik,180.21,163.42,147.38
626,15/04/2023,14/05/2023,Keroka,180.39,163.6,147.56
627,15/04/2023,14/05/2023,Busia,180.36,163.57,147.54
628,15/04/2023,14/05/2023,Homabay,180.31,163.52,147.48
629,15/04/2023,14/05/2023,Migori,181.17,164.37,148.34
630,15/04/2023,14/05/2023,Isebania,181.45,164.66,148.62
631,15/04/2023,14/05/2023,Bomet,180.61,163.82,147.78
632,15/04/2023,14/05/2023,Muhoroni,179.72,162.93,146.9
633,15/04/2023,14/05/2023,Mbita,180.3,163.5,147.47
634,15/04/2023,14/05/2023,Mbale,179.5,162.7,146.66
635,15/04/2023,14/05/2023,Etago,180.94,164.15,148.12
636,15/04/2023,14/05/2023,Magenche,181.05,164.26,148.22
637,15/04/2023,14/05/2023,Kilgoris,180.88,164.09,148.06
638,15/04/2023,14/05/2023,Malava,179.86,163.06,147.03
639,15/04/2023,14/05/2023,Lugari,180.25,163.45,147.42
640,15/04/2023,14/05/2023,Rodi Kopany,180.37,163.58,147.55
641,15/04/2023,14/05/2023,Ndhiwa,180.65,163.86,147.82
642,15/04/2023,14/05/2023,Rangwe,180.36,163.57,147.54
643,15/04/2023,14/05/2023,Sindo,180.37,163.58,147.55
644,15/04/2023,14/05/2023,Awasi,179.45,162.66,146.63
645,15/04/2023,14/05/2023,Ahero,179.5,162.7,146.66
646,15/04/2023,14/05/2023,Ugunja,179.93,163.13,147.1
647,15/04/2023,14/05/2023,Asembo,179.57,162.78,146.75
648,15/04/2023,14/05/2023,Usenge,180.06,163.26,147.22
649,15/04/2023,14/05/2023,Harambee,179.54,162.75,146.71
650,15/04/2023,14/05/2023,Muhuru Bay,181.31,164.52,148.48
651,15/04/2023,14/05/2023,Kehancha,181.54,164.75,148.71
652,15/04/2023,14/05/2023,Ntimaru,181.85,165.06,149.02
653,15/04/2023,14/05/2023,Rongo,180.62,163.83,147.8
654,15/04/2023,14/05/2023,Kaspokwony,180.59,163.8,147.75
655,15/04/2023,14/05/2023,Chwele,180.53,163.74,147.7
656,15/04/2023,14/05/2023,Kimilili,180.46,163.67,147.62
657,15/04/2023,14/05/2023,Nambale,180.36,163.57,147.54
658,15/04/2023,14/05/2023,SioPort,180.35,163.56,147.53
659,15/04/2023,14/05/2023,Port Bunyala,180.4,163.61,147.57
660,15/04/2023,14/05/2023,Funyula,180.22,163.43,147.4
661,15/04/2023,14/05/2023,Ogembo,180.53,163.74,147.7
662,15/04/2023,14/05/2023,Nyangusu,180.79,164.0,147.96
663,15/04/2023,14/05/2023,Sengera,180.72,163.92,147.88
664,15/04/2023,14/05/2023,Keumbu,180.44,163.64,147.61
665,15/04/2023,14/05/2023,Marani,180.14,163.35,147.31
666,15/04/2023,14/05/2023,Kerina,180.5,163.71,147.68
667,15/04/2023,14/05/2023,Ikonge,179.86,163.07,147.03
668,15/04/2023,14/05/2023,Nyansiongo,180.26,163.47,147.43
