,start_date,end_date,town,super_petrol,diesel,kerosene
892,15/12/2022,14/01/2023,Mombasa,174.98,159.76,143.69
893,15/12/2022,14/01/2023,Kilifi,175.69,160.47,144.41
894,15/12/2022,14/01/2023,Likoni Mainland,175.34,160.11,144.05
895,15/12/2022,14/01/2023,Kwale,175.34,160.11,144.05
896,15/12/2022,14/01/2023,Malindi,175.9,160.67,144.61
897,15/12/2022,14/01/2023,Lungalunga,176.05,160.83,144.76
898,15/12/2022,14/01/2023,Voi,176.46,161.24,145.17
899,15/12/2022,14/01/2023,Taveta,177.86,162.64,146.58
900,15/12/2022,14/01/2023,Lamu,178.27,163.06,147.0
901,15/12/2022,14/01/2023,Hola,178.57,163.34,147.28
902,15/12/2022,14/01/2023,Mpeketoni,178.27,163.06,147.0
903,15/12/2022,14/01/2023,Minjila,177.25,162.02,145.96
904,15/12/2022,14/01/2023,Garsen,177.33,162.11,146.05
905,15/12/2022,14/01/2023,Samburu,175.28,160.06,144.0
906,15/12/2022,14/01/2023,Taru,175.46,160.24,144.18
907,15/12/2022,14/01/2023,Mwatate,176.79,161.57,145.51
908,15/12/2022,14/01/2023,Wundanji,176.96,161.74,145.68
909,15/12/2022,14/01/2023,Kaloleni,175.13,159.92,143.85
910,15/12/2022,14/01/2023,Marereni,176.56,161.34,145.27
911,15/12/2022,14/01/2023,Nairobi,177.3,162.0,145.94
912,15/12/2022,14/01/2023,Thika,177.31,162.01,145.94
913,15/12/2022,14/01/2023,Machakos,177.54,162.24,146.18
914,15/12/2022,14/01/2023,Kajiado,177.72,162.42,146.36
915,15/12/2022,14/01/2023,Makuyu,177.59,162.29,146.23
916,15/12/2022,14/01/2023,Muranga,177.82,162.52,146.46
917,15/12/2022,14/01/2023,Sagana,178.05,162.75,146.68
918,15/12/2022,14/01/2023,Embu,178.4,163.1,147.04
919,15/12/2022,14/01/2023,Kerugoya,178.33,163.03,146.97
920,15/12/2022,14/01/2023,Narok,178.69,163.4,147.33
921,15/12/2022,14/01/2023,Nyeri,178.67,163.37,147.31
922,15/12/2022,14/01/2023,Namanga,178.85,163.55,147.48
923,15/12/2022,14/01/2023,Kiganjo,178.64,163.34,147.28
924,15/12/2022,14/01/2023,Chuka,178.93,163.63,147.57
925,15/12/2022,14/01/2023,Kitui,178.84,163.54,147.47
926,15/12/2022,14/01/2023,Mwingi,179.22,163.93,147.86
927,15/12/2022,14/01/2023,Nanyuki,179.23,163.94,147.87
928,15/12/2022,14/01/2023,Nkubu,180.21,164.91,148.84
929,15/12/2022,14/01/2023,Mtito Andei,179.74,164.44,148.38
930,15/12/2022,14/01/2023,Meru,180.4,165.1,149.04
931,15/12/2022,14/01/2023,Isiolo,180.26,164.96,148.89
932,15/12/2022,14/01/2023,Maua,180.85,165.56,149.49
933,15/12/2022,14/01/2023,Garissa,181.47,166.17,150.11
934,15/12/2022,14/01/2023,Marsabit,185.15,169.85,153.79
935,15/12/2022,14/01/2023,Liboi,184.24,168.94,152.87
936,15/12/2022,14/01/2023,Moyale,186.74,171.44,155.37
937,15/12/2022,14/01/2023,Sololo,185.79,170.49,154.43
938,15/12/2022,14/01/2023,Habaswein,184.16,168.86,152.8
939,15/12/2022,14/01/2023,Dadaab,182.85,167.55,151.49
940,15/12/2022,14/01/2023,Tarbaj,186.42,171.12,155.04
941,15/12/2022,14/01/2023,Elwak,188.02,172.72,156.65
942,15/12/2022,14/01/2023,Wajir,186.57,171.27,155.21
943,15/12/2022,14/01/2023,Modogashe,184.3,169.0,152.94
944,15/12/2022,14/01/2023,Mandera,190.35,175.05,158.98
945,15/12/2022,14/01/2023,Matuu,178.2,162.9,146.84
946,15/12/2022,14/01/2023,Merti,182.65,167.35,151.29
947,15/12/2022,14/01/2023,Oldonyiro,179.67,164.36,148.29
948,15/12/2022,14/01/2023,Eldas,188.34,173.04,156.98
949,15/12/2022,14/01/2023,Bute,185.38,170.08,154.02
950,15/12/2022,14/01/2023,Hadado,183.97,168.67,152.6
951,15/12/2022,14/01/2023,Mai Mahiu,177.42,162.12,146.06
952,15/12/2022,14/01/2023,Doldo,180.0,164.7,148.63
953,15/12/2022,14/01/2023,Lamuria,179.12,163.82,147.75
954,15/12/2022,14/01/2023,Sipili,179.98,164.68,148.62
955,15/12/2022,14/01/2023,Marimanti,179.61,164.31,148.25
956,15/12/2022,14/01/2023,Mutuobare,178.95,163.65,147.58
957,15/12/2022,14/01/2023,North Horr,186.11,170.82,154.75
958,15/12/2022,14/01/2023,Maikona,184.73,169.43,153.37
959,15/12/2022,14/01/2023,Kalacha,185.27,169.97,153.91
960,15/12/2022,14/01/2023,Loyangalani,185.34,170.04,153.97
961,15/12/2022,14/01/2023,Turbi,185.14,169.84,153.78
962,15/12/2022,14/01/2023,Laisamis,182.36,167.06,150.98
963,15/12/2022,14/01/2023,Merille,182.05,166.75,150.69
964,15/12/2022,14/01/2023,Korr,183.3,168.0,151.93
965,15/12/2022,14/01/2023,Nakuru,176.62,161.83,145.79
966,15/12/2022,14/01/2023,Gilgil,176.58,161.79,145.76
967,15/12/2022,14/01/2023,Mogotio,176.57,161.78,145.74
968,15/12/2022,14/01/2023,Molo,176.65,161.86,145.83
969,15/12/2022,14/01/2023,Olenguruone,177.36,162.56,146.53
970,15/12/2022,14/01/2023,Londiani,176.88,162.09,146.05
971,15/12/2022,14/01/2023,Nyahururu,176.87,162.08,146.04
972,15/12/2022,14/01/2023,Archers Post,179.85,165.06,149.03
973,15/12/2022,14/01/2023,Lodosoit,180.95,166.16,150.13
974,15/12/2022,14/01/2023,Naivasha,176.95,162.15,146.11
975,15/12/2022,14/01/2023,Marigat,177.34,162.55,146.51
976,15/12/2022,14/01/2023,Kabarnet ,177.83,163.04,147.01
977,15/12/2022,14/01/2023,Maralal,178.92,164.13,148.1
978,15/12/2022,14/01/2023,Wamba,179.76,164.97,148.93
979,15/12/2022,14/01/2023,Rumuruti,177.41,162.62,146.58
980,15/12/2022,14/01/2023,Eldoret,177.5,162.72,146.67
981,15/12/2022,14/01/2023,Kiplombe,177.5,162.72,146.67
982,15/12/2022,14/01/2023,Iten,177.5,162.72,146.67
983,15/12/2022,14/01/2023,Naiberi,177.5,162.72,146.67
984,15/12/2022,14/01/2023,Kesses,177.5,162.72,146.67
985,15/12/2022,14/01/2023,Kapsabet,177.52,162.74,146.68
986,15/12/2022,14/01/2023,Webuye,177.93,163.15,147.1
987,15/12/2022,14/01/2023,Kitale,177.86,163.08,147.03
988,15/12/2022,14/01/2023,Kapenguria ,178.5,163.72,147.67
989,15/12/2022,14/01/2023,Bungoma,178.26,163.48,147.44
990,15/12/2022,14/01/2023,Moiben,177.52,162.74,146.68
991,15/12/2022,14/01/2023,Matunda,177.49,162.7,146.66
992,15/12/2022,14/01/2023,Burnt Forest,177.45,162.67,146.62
993,15/12/2022,14/01/2023,Tambach,177.54,162.76,146.71
994,15/12/2022,14/01/2023,Kapsowar,178.0,163.22,147.18
995,15/12/2022,14/01/2023,Chebara,177.89,163.1,147.06
996,15/12/2022,14/01/2023,Kimwarer,177.81,163.03,146.99
997,15/12/2022,14/01/2023,Timboroa,177.73,162.95,146.9
998,15/12/2022,14/01/2023,Nandi Hills,177.69,162.91,146.87
999,15/12/2022,14/01/2023,Kaiboi,177.55,162.77,146.73
1000,15/12/2022,14/01/2023,Kiminini,178.05,163.27,147.21
1001,15/12/2022,14/01/2023,Endebes,178.39,163.61,147.57
1002,15/12/2022,14/01/2023,Saboti,178.07,163.29,147.25
1003,15/12/2022,14/01/2023,Chepareria,178.71,163.93,147.87
1004,15/12/2022,14/01/2023,Lomut,180.33,165.53,149.49
1005,15/12/2022,14/01/2023,Burgich,179.12,164.34,148.29
1006,15/12/2022,14/01/2023,Sigor,179.25,164.47,148.42
1007,15/12/2022,14/01/2023,Lodwar,181.68,166.9,150.85
1008,15/12/2022,14/01/2023,Kakuma,183.27,168.49,152.44
1009,15/12/2022,14/01/2023,Lokichar,180.68,165.9,149.85
1010,15/12/2022,14/01/2023,Kalokol,182.44,167.66,151.61
1011,15/12/2022,14/01/2023,Lokori,181.05,166.27,150.22
1012,15/12/2022,14/01/2023,Lokitaung,185.33,170.55,154.49
1013,15/12/2022,14/01/2023,Kapedo,180.33,165.53,149.49
1014,15/12/2022,14/01/2023,Malaba,178.66,163.88,147.84
1015,15/12/2022,14/01/2023,Lokichogio,184.46,169.68,153.63
1016,15/12/2022,14/01/2023,Ziwa,177.69,162.91,146.87
1017,15/12/2022,14/01/2023,Soy,177.51,162.72,146.67
1018,15/12/2022,14/01/2023,Moi's Bridge,177.57,162.78,146.74
1019,15/12/2022,14/01/2023,Turbo,177.45,162.67,146.62
1020,15/12/2022,14/01/2023,Kibish,185.56,170.77,154.73
1021,15/12/2022,14/01/2023,Nakalale,184.39,169.6,153.55
1022,15/12/2022,14/01/2023,Loima,180.8,166.02,149.97
1023,15/12/2022,14/01/2023,Lokiriama,182.37,167.59,151.53
1024,15/12/2022,14/01/2023,Kainuk,179.57,164.79,148.74
1025,15/12/2022,14/01/2023,Kacheliba,178.9,164.12,148.07
1026,15/12/2022,14/01/2023,Kiwawa,179.5,164.72,148.68
1027,15/12/2022,14/01/2023,Ortum,179.09,164.31,148.26
1028,15/12/2022,14/01/2023,Kachibora,177.89,163.1,147.06
1029,15/12/2022,14/01/2023,Kwanza,178.6,163.82,147.78
1030,15/12/2022,14/01/2023,Kaplamai,177.92,163.14,147.08
1031,15/12/2022,14/01/2023,Eldama Ravine,178.33,163.55,147.51
1032,15/12/2022,14/01/2023,Tenges,178.47,163.69,147.65
1033,15/12/2022,14/01/2023,Barwessa,178.59,163.81,147.75
1034,15/12/2022,14/01/2023,Kipsaraman,179.49,164.71,148.66
1035,15/12/2022,14/01/2023,Loruk,179.36,164.58,148.53
1036,15/12/2022,14/01/2023,Kabartonjo,178.33,163.55,147.51
1037,15/12/2022,14/01/2023,Tindiret,178.39,163.61,147.57
1038,15/12/2022,14/01/2023,O'lessos,177.57,162.78,146.74
1039,15/12/2022,14/01/2023,Kobujoi,177.97,163.19,147.14
1040,15/12/2022,14/01/2023,Serem,178.05,163.27,147.21
1041,15/12/2022,14/01/2023,Kabiyet,177.51,162.72,146.67
1042,15/12/2022,14/01/2023,Cheptulu,177.93,163.15,147.1
1043,15/12/2022,14/01/2023,Songor,178.47,163.69,147.65
1044,15/12/2022,14/01/2023,Kapcherop,178.11,163.33,147.28
1045,15/12/2022,14/01/2023,Sambalat,178.79,164.01,147.97
1046,15/12/2022,14/01/2023,Arror,178.45,163.67,147.61
1047,15/12/2022,14/01/2023,Tot,178.65,163.87,147.82
1048,15/12/2022,14/01/2023,Kaptarakwa,177.69,162.91,146.87
1049,15/12/2022,14/01/2023,Kapese,180.65,165.86,149.82
1050,15/12/2022,14/01/2023,Kalemngorok,180.03,165.25,149.21
1051,15/12/2022,14/01/2023,Marich,179.02,164.24,148.19
1052,15/12/2022,14/01/2023,Alale,179.5,164.72,148.68
1053,15/12/2022,14/01/2023,Kunyao,179.17,164.39,148.34
1054,15/12/2022,14/01/2023,Asilong,178.76,163.98,147.93
1055,15/12/2022,14/01/2023,Orolwo,178.79,164.01,147.97
1056,15/12/2022,14/01/2023,Sebit,178.74,163.96,147.92
1057,15/12/2022,14/01/2023,Morpus,178.65,163.87,147.82
1058,15/12/2022,14/01/2023,Chepkorniswo,178.53,163.75,147.71
1059,15/12/2022,14/01/2023,Kaibichbich,178.49,163.7,147.66
1060,15/12/2022,14/01/2023,Keringet,178.21,163.43,147.39
1061,15/12/2022,14/01/2023,Kisumu,177.5,162.7,146.66
1062,15/12/2022,14/01/2023,Sondu,177.59,162.8,146.77
1063,15/12/2022,14/01/2023,Oyugis,178.08,163.29,147.25
1064,15/12/2022,14/01/2023,Kakamega,177.54,162.75,146.72
1065,15/12/2022,14/01/2023,Mumias,177.82,163.03,146.99
1066,15/12/2022,14/01/2023,Bondo,177.7,162.91,146.88
1067,15/12/2022,14/01/2023,Siaya,177.83,163.04,147.0
1068,15/12/2022,14/01/2023,Kericho,178.0,163.21,147.17
1069,15/12/2022,14/01/2023,Nyamira,178.07,163.28,147.24
1070,15/12/2022,14/01/2023,Kisii,178.37,163.58,147.55
1071,15/12/2022,14/01/2023,Sotik,178.21,163.42,147.38
1072,15/12/2022,14/01/2023,Keroka,178.39,163.6,147.56
1073,15/12/2022,14/01/2023,Busia,178.36,163.57,147.54
1074,15/12/2022,14/01/2023,Homabay,178.31,163.52,147.48
1075,15/12/2022,14/01/2023,Migori,179.17,164.37,148.34
1076,15/12/2022,14/01/2023,Isebania,179.45,164.66,148.62
1077,15/12/2022,14/01/2023,Bomet,178.61,163.82,147.78
1078,15/12/2022,14/01/2023,Muhoroni,177.72,162.93,146.9
1079,15/12/2022,14/01/2023,Mbita,178.3,163.5,147.47
1080,15/12/2022,14/01/2023,Mbale,177.5,162.7,146.66
1081,15/12/2022,14/01/2023,Etago,178.94,164.15,148.12
1082,15/12/2022,14/01/2023,Magenche,179.05,164.26,148.22
1083,15/12/2022,14/01/2023,Kilgoris,178.88,164.09,148.06
1084,15/12/2022,14/01/2023,Malava,177.86,163.06,147.03
1085,15/12/2022,14/01/2023,Lugari,178.25,163.45,147.42
1086,15/12/2022,14/01/2023,Rodi Kopany,178.37,163.58,147.55
1087,15/12/2022,14/01/2023,Ndhiwa,178.65,163.86,147.82
1088,15/12/2022,14/01/2023,Rangwe,178.36,163.57,147.54
1089,15/12/2022,14/01/2023,Sindo,178.37,163.58,147.55
1090,15/12/2022,14/01/2023,Awasi,177.45,162.66,146.63
1091,15/12/2022,14/01/2023,Ahero,177.5,162.7,146.66
1092,15/12/2022,14/01/2023,Ugunja,177.93,163.13,147.1
1093,15/12/2022,14/01/2023,Asembo,177.57,162.78,146.75
1094,15/12/2022,14/01/2023,Usenge,178.06,163.26,147.22
1095,15/12/2022,14/01/2023,Harambee,177.54,162.75,146.71
1096,15/12/2022,14/01/2023,Muhuru Bay,179.31,164.52,148.48
1097,15/12/2022,14/01/2023,Kehancha,179.54,164.75,148.71
1098,15/12/2022,14/01/2023,Ntimaru,179.85,165.06,149.02
1099,15/12/2022,14/01/2023,Rongo,178.62,163.83,147.8
1100,15/12/2022,14/01/2023,Kaspokwony,178.59,163.8,147.75
1101,15/12/2022,14/01/2023,Chwele,178.53,163.74,147.7
1102,15/12/2022,14/01/2023,Kimilili,178.46,163.67,147.62
1103,15/12/2022,14/01/2023,Nambale,178.36,163.57,147.54
1104,15/12/2022,14/01/2023,SioPort,178.35,163.56,147.53
1105,15/12/2022,14/01/2023,Port Bunyala,178.4,163.61,147.57
1106,15/12/2022,14/01/2023,Funyula,178.22,163.43,147.4
1107,15/12/2022,14/01/2023,Ogembo,178.53,163.74,147.7
1108,15/12/2022,14/01/2023,Nyangusu,178.79,164.0,147.96
1109,15/12/2022,14/01/2023,Sengera,178.72,163.92,147.88
1110,15/12/2022,14/01/2023,Keumbu,178.44,163.64,147.61
1111,15/12/2022,14/01/2023,Marani,178.14,163.35,147.31
1112,15/12/2022,14/01/2023,Kerina,178.5,163.71,147.68
1113,15/12/2022,14/01/2023,Ikonge,177.86,163.07,147.03
1114,15/12/2022,14/01/2023,Nyansiongo,178.26,163.47,147.43
